-;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl
731;PEJUANG DEVISA;Markenyut Ahok ikut nimbrung, mendukung reklamasi, jadi Dia juga ikut menikmati amplop dari pengembang.;UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48hDIb61hMQe;Abdul Mutholib Aziz;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48hDIb61hMQe;2018-06-07 22:22:41;0;Markenyut Ahok ikut nimbrung, mendukung reklamasi, jadi Dia juga ikut menikmati amplop dari pengembang.;http://www.youtube.com/channel/UCUy6VwaQEvWnGb2dW-n2LuA
732;Rumah Kucing;inilah negeri kita. indONEsia.. dimana setiap elit politik selalu menghalalkan segala cara demi hasratnya.. terbukti 58% masyarakat jkt telah memilih. pilkada jkt kemarin bukan perang visi misi yg 'rasional', tp murni perang SARA.. tolong jgn bawa isu SARA lagi buat kami yg dipapua.. salam indonesia dr bumi cendrawasih...;UgzUllDK0q6vMts37Rl4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzUllDK0q6vMts37Rl4AaABAg;2018-01-23 11:19:21;0;inilah negeri kita. indONEsia.. dimana setiap elit politik selalu menghalalkan segala cara demi hasratnya.. terbukti 58% masyarakat jkt telah memilih. pilkada jkt kemarin bukan perang visi misi yg 'rasional', tp murni perang SARA.. tolong jgn bawa isu SARA lagi buat kami yg dipapua.. salam indonesia dr bumi cendrawasih...;http://www.youtube.com/channel/UCQMJjqFBYTDnF0iiwtJ0f3w
733;Lando Ramadhan;Mungkin emang belum saatnya Endonesah maju. Miris rasanya liat Malaysia dan Singapura lancar jaya maju pesat dengan kawasan2 modern baru, yang banyak diantaranya berdiri diatas tanah reklamasi macam di Johor. Ga usah mimpi tinggi2 kali ya ngejar ketertinggalan dengan negara tetangga segala. Asal perut kenyang mah udah cukup....;UgyQMv7_bvGXO5-vfQR4AaABAg;;3;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyQMv7_bvGXO5-vfQR4AaABAg;2018-01-23 11:17:10;1;Mungkin emang belum saatnya Endonesah maju. Miris rasanya liat Malaysia dan Singapura lancar jaya maju pesat dengan kawasan2 modern baru, yang banyak diantaranya berdiri diatas tanah reklamasi macam di Johor. Ga usah mimpi tinggi2 kali ya ngejar ketertinggalan dengan negara tetangga segala. Asal perut kenyang mah udah cukup....;http://www.youtube.com/channel/UCjdKeR02g-Z5AL52IQugavA
734;no name;Lando Ramadhan stuju miris bro ... Maunya liat jakarta yg maju dan modern ... Mungkin beberapa tahun lagi ...;UgyQMv7_bvGXO5-vfQR4AaABAg.8blb-1KmW1V8pN3kfnAVq5;Lando Ramadhan;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyQMv7_bvGXO5-vfQR4AaABAg.8blb-1KmW1V8pN3kfnAVq5;2018-12-27 12:36:28;0;Lando Ramadhan stuju miris bro ... Maunya liat jakarta yg maju dan modern ... Mungkin beberapa tahun lagi ...;http://www.youtube.com/channel/UC5CAeGd-VgE-Uw-OB7IC1EQ
735;Ihsan Kurniawan;Lanjutkan saja, basah ya basah drpd bau jadi sampah. Mau marahkah anda dengan alasan alam yg rusak oleh kegiatan yg sudah terlanjur oleh pendahulumu.;UgwW9lvfn9HvinYm7Qp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwW9lvfn9HvinYm7Qp4AaABAg;2018-01-23 11:14:24;0;Lanjutkan saja, basah ya basah drpd bau jadi sampah. Mau marahkah anda dengan alasan alam yg rusak oleh kegiatan yg sudah terlanjur oleh pendahulumu.;http://www.youtube.com/channel/UCztoN6x7Gn1FIhETNehYOkw
736;R A K Y A T _ J E L A T A;"*Indonesia Ini Kata Orang German Bilang.. ""Rakyat Indonesia ini Bosan Miskin Tapi Menolak Kaya"" ..!* ??";Ugy0FNefwHGL_xkRnph4AaABAg;;60;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy0FNefwHGL_xkRnph4AaABAg;2018-01-23 11:07:32;14;"*Indonesia Ini Kata Orang German Bilang.. ""Rakyat Indonesia ini Bosan Miskin Tapi Menolak Kaya"" ..!* ??";http://www.youtube.com/channel/UCeg8l9JAaKmLIVZmVaPDJnA
737;Sihombing tubuni boru Regar;Benar;Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY91WnvxhHwld;R A K Y A T _ J E L A T A;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY91WnvxhHwld;2019-11-19 10:10:00;0;Benar;http://www.youtube.com/channel/UCeLGGhu3vsnwW37TOIR0yvw
738;Adnan Nane;R A K Y A T _ J E L A T A yang ada pulau ini buat orang asing dan menjajah org indonesia,liat aja udh di iklanin di luar negeri;Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8veARoWCyq5;R A K Y A T _ J E L A T A;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8veARoWCyq5;2019-06-01 17:29:37;0;R A K Y A T _ J E L A T A yang ada pulau ini buat orang asing dan menjajah org indonesia,liat aja udh di iklanin di luar negeri;http://www.youtube.com/channel/UCOWl31RuEi0FRYfBXTUoSpg
739;Lexy P;R A K Y A T _ J E L A T A kok bsa;Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8qHniBkIMZT;R A K Y A T _ J E L A T A;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8qHniBkIMZT;2019-01-19 08:02:47;0;R A K Y A T _ J E L A T A kok bsa;http://www.youtube.com/channel/UCYsGYRqveE8ndGaVa34FBcw
740;Growtopia Gt;Kere petingkah hahahaha;Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8q-gXtvLWVS;R A K Y A T _ J E L A T A;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8q-gXtvLWVS;2019-01-12 07:13:44;0;Kere petingkah hahahaha;http://www.youtube.com/channel/UCd9Y1rEzjNlDOuftCu02QHg
741;Electro BoyzZ;Kaya ga hasil ngutang n dari asing harus mandiri lahh;Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8oZMX5VHrRm;R A K Y A T _ J E L A T A;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy0FNefwHGL_xkRnph4AaABAg.8bl_tSWjezY8oZMX5VHrRm;2018-12-07 10:39:59;0;Kaya ga hasil ngutang n dari asing harus mandiri lahh;http://www.youtube.com/channel/UCR3nVhmP6EXdYFJR0WnXCug
742;ROYJR;Rip lapangan pekerjaan br;UgxRb58geV73mNNgNsp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxRb58geV73mNNgNsp4AaABAg;2018-01-23 11:03:07;0;Rip lapangan pekerjaan br;http://www.youtube.com/channel/UC0bBUTdphR0SOofXAD3QtcQ
743;muhammad fikri;Reklamasi di hentikan salahhh, di lanjutkan nanti dibilang ingkar janji kampanye, serba salah emang kalo urusan dengan netijenn, sabar ya pak anies, tunjukkan kinerja terbaikmu;UgyDs_dP9b4XHkqE9ZR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyDs_dP9b4XHkqE9ZR4AaABAg;2018-01-23 11:00:13;0;Reklamasi di hentikan salahhh, di lanjutkan nanti dibilang ingkar janji kampanye, serba salah emang kalo urusan dengan netijenn, sabar ya pak anies, tunjukkan kinerja terbaikmu;http://www.youtube.com/channel/UCC8yi3CIPs3iAlOqPEiXB6g
744;Dena M;Sangat disayangkan.;Ugz1HJ7tBYwTsY_yygN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz1HJ7tBYwTsY_yygN4AaABAg;2018-01-23 10:55:21;0;Sangat disayangkan.;http://www.youtube.com/channel/UCdHNwmpoVF6tYmKpAK6LpcA
745;Criticism Journal;Inilah sebabnya dilarang memberi konsumsi mecin ke anak sejak kecil. Berakibat pada mundurnya tingkat intelegensi dan keterbelakangan IQ, dan mengakibatkan suatu pemeliharaan kebodohan. Kambing sono pelihara, ini goblok dipelihara. Thanks to our governor.;Ugxn99RIrITCVx2dqWZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugxn99RIrITCVx2dqWZ4AaABAg;2018-01-23 10:54:34;0;Inilah sebabnya dilarang memberi konsumsi mecin ke anak sejak kecil. Berakibat pada mundurnya tingkat intelegensi dan keterbelakangan IQ, dan mengakibatkan suatu pemeliharaan kebodohan. Kambing sono pelihara, ini goblok dipelihara. Thanks to our governor.;http://www.youtube.com/channel/UCYmOlRTjvhbDqicU3IZUZtQ
746;fajar AE;Ketika kita terlelap dn trhipnotis dgn sugesti kata kata pribumi,gemah ripah loh jinawi,sehingga kita bergerak cm dgn halusinasi.kenyataanya kita diam ditempat, dn org org skitar cm mngamati dn mengorek tntang kita.dan saat kita asyik tdur itulah kelemahan kita dimanfaatkan org.hingga mereka mmbuat cara spya kita tidur dgn wktu yg lama.untng kita bs terbangun dr tdur itu ktika ada suara lantang,dn ceplos ceplos.hingga kita tau siapa sbnrnya kita slm ini.pesan yg kita dpt adalah yuk kita bkerja scr mndri,disiplin dn tanggung jawb.jgn cm trbuai dgn istilah pribumi.toh knyataanya pmilik tanah luas yng malas akan kalah sm org tuna wisma yg mau bekrja.hilangkan rasa gengsi demi perbaikan hidup kita.lbh baik dibilang miskin tp sejahtera dr pada dianggap kaya tp menderita.smpai kpn kita sibuk saling mnyalahkan,toh waktu terus brjalan.kita mau bngsa kita maju bersama atau cm mjd bngsa yg cma bnyak bicara?? Perjuangan dn kerja apa yg akan kita ceritakan ke anak cucu kita nanti,sdangkan kita cm bisa berdebat.asing tak selamanya musuh krn musuh kita sbenrnya dr kita sndiri.LAnjutkan demi perbaikan dn kehidupan jngka panjang.sblm kita tenggelam!;UgwDR-h6w7r6IJDqRxF4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwDR-h6w7r6IJDqRxF4AaABAg;2018-01-23 10:46:03;0;Ketika kita terlelap dn trhipnotis dgn sugesti kata kata pribumi,gemah ripah loh jinawi,sehingga kita bergerak cm dgn halusinasi.kenyataanya kita diam ditempat, dn org org skitar cm mngamati dn mengorek tntang kita.dan saat kita asyik tdur itulah kelemahan kita dimanfaatkan org.hingga mereka mmbuat cara spya kita tidur dgn wktu yg lama.untng kita bs terbangun dr tdur itu ktika ada suara lantang,dn ceplos ceplos.hingga kita tau siapa sbnrnya kita slm ini.pesan yg kita dpt adalah yuk kita bkerja scr mndri,disiplin dn tanggung jawb.jgn cm trbuai dgn istilah pribumi.toh knyataanya pmilik tanah luas yng malas akan kalah sm org tuna wisma yg mau bekrja.hilangkan rasa gengsi demi perbaikan hidup kita.lbh baik dibilang miskin tp sejahtera dr pada dianggap kaya tp menderita.smpai kpn kita sibuk saling mnyalahkan,toh waktu terus brjalan.kita mau bngsa kita maju bersama atau cm mjd bngsa yg cma bnyak bicara?? Perjuangan dn kerja apa yg akan kita ceritakan ke anak cucu kita nanti,sdangkan kita cm bisa berdebat.asing tak selamanya musuh krn musuh kita sbenrnya dr kita sndiri.LAnjutkan demi perbaikan dn kehidupan jngka panjang.sblm kita tenggelam!;http://www.youtube.com/channel/UCrpqGnSLTCHqNWUUmzuK-yw
747;Theresia Lie;back sound nya kok sedih banget ya... pekerjaan yang sia sia ga sih kalo gini?;UgwvuZ2thuwGZL2jBo14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwvuZ2thuwGZL2jBo14AaABAg;2018-01-23 10:38:26;0;back sound nya kok sedih banget ya... pekerjaan yang sia sia ga sih kalo gini?;http://www.youtube.com/channel/UCEAnCSfbTDGbW4wYBnQgM4w
748;Mar Lan;Seperti di Forest city Johor Bahru,tetapi di Johor Bahru tidak banyak polemik seperti di Indonesia.;UgxWNL1F4Zai7Vo6YGt4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxWNL1F4Zai7Vo6YGt4AaABAg;2018-01-23 10:36:42;0;Seperti di Forest city Johor Bahru,tetapi di Johor Bahru tidak banyak polemik seperti di Indonesia.;http://www.youtube.com/channel/UCw1ku9kMFZnplYCTxGL_Zvw
749;lzyy999;Reklamasi hanya untuk orang2 cina. Untungnya sipenista agama sudah masuk bui.;UgyvPvfvfWMqKfbO1PB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyvPvfvfWMqKfbO1PB4AaABAg;2018-01-23 10:35:02;0;Reklamasi hanya untuk orang2 cina. Untungnya sipenista agama sudah masuk bui.;http://www.youtube.com/channel/UCbSTFPDwb-NnETwb0FdU_Kg
750;rudy siswanto;Kalau REKLAMASI JAKARTA di jalaNkan indonesia akan semakin cantik terutama JAKARTA ....ngak ada yg salah dg Reklamasi hanya issue politik saja..akan menjatuhkan pemerintahan JOKOWI, negitu juga dg kasus SUMNER WARAS...sasaran tembak adalah JOKOWI...pak presiden harus hati2......;UgzmPRBVqQu9JlROmWh4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzmPRBVqQu9JlROmWh4AaABAg;2018-01-23 10:31:53;0;Kalau REKLAMASI JAKARTA di jalaNkan indonesia akan semakin cantik terutama JAKARTA ....ngak ada yg salah dg Reklamasi hanya issue politik saja..akan menjatuhkan pemerintahan JOKOWI, negitu juga dg kasus SUMNER WARAS...sasaran tembak adalah JOKOWI...pak presiden harus hati2......;http://www.youtube.com/channel/UCAtVB4NtefgL3Zvcna3rMgg
751;Iebad Yufli;Comeback ahok;UgzIDeIgzCvhhBY9qsR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzIDeIgzCvhhBY9qsR4AaABAg;2018-01-23 10:26:56;0;Comeback ahok;http://www.youtube.com/channel/UChqypXUn_M_F969QNp6Hdrg
752;Alin Abin;Setiap perubahan akan mendapatkan tentangan dan resistensi.. Apa sih yg ngak di lawan anti kemapanan keblinger..? Mungkin andai hidup di jaman baginda nabi,mereka ada di pihak abu lahab dan kawan2.. Kan..?;Ugy4iHjA65HVFKJf3Jd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy4iHjA65HVFKJf3Jd4AaABAg;2018-01-23 10:25:36;0;Setiap perubahan akan mendapatkan tentangan dan resistensi.. Apa sih yg ngak di lawan anti kemapanan keblinger..? Mungkin andai hidup di jaman baginda nabi,mereka ada di pihak abu lahab dan kawan2.. Kan..?;http://www.youtube.com/channel/UCMtLUzowUizybDsp7lQRUXA
753;Hesgssish Bsusgs;, padahal ini bagus agar Jakarta lebih indah lagi tapi kenapa di hentikan miris;Ugz92mhSZZfVt3fN-314AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz92mhSZZfVt3fN-314AaABAg;2018-01-23 10:24:51;0;, padahal ini bagus agar Jakarta lebih indah lagi tapi kenapa di hentikan miris;http://www.youtube.com/channel/UCnGW-CmoLa-Q3UOMxl5I_Yg
754;Dhika Wulandari;Pulau reklame ada sejak jmn orde baru hingga SBY gk ada tuh yg ribut suruh d hentikan Mengapa ? Krn korupsi itu aman Bos ????tp d pemerintahan yg skrng gk bisa seenaknya korupsi mknya beramai ramai ribut mnghentikan Pulau reklame atas nma Rakyat . Bulsit smua agama dan rakyat hny buat kedok;UgyA6LM6sGMQkeGA_dl4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyA6LM6sGMQkeGA_dl4AaABAg;2018-01-23 10:19:40;0;Pulau reklame ada sejak jmn orde baru hingga SBY gk ada tuh yg ribut suruh d hentikan Mengapa ? Krn korupsi itu aman Bos ????tp d pemerintahan yg skrng gk bisa seenaknya korupsi mknya beramai ramai ribut mnghentikan Pulau reklame atas nma Rakyat . Bulsit smua agama dan rakyat hny buat kedok;http://www.youtube.com/channel/UC5GwbG1y8ftY44RQH6R0Rww
755;glam dewi;?????? negeriku... maaf ya anak cucuku ??????;UgzuzulFczT5Vyb-b194AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzuzulFczT5Vyb-b194AaABAg;2018-01-23 10:19:20;0;?????? negeriku... maaf ya anak cucuku ??????;http://www.youtube.com/channel/UCpw5BkQ5W6ZdJo_as00Uf3Q
756;Solo Traveller Indonesia;TUNJUKAN NIS KLU LU BISA KERJA. Lanjutkan reklamasi, buat kota modern kyk singapura. Jangam kalah ama meikarta!!!!;UgxEOigzsUYmObgL06R4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxEOigzsUYmObgL06R4AaABAg;2018-01-23 10:18:26;0;TUNJUKAN NIS KLU LU BISA KERJA. Lanjutkan reklamasi, buat kota modern kyk singapura. Jangam kalah ama meikarta!!!!;http://www.youtube.com/channel/UCcYSVT1TXWzPgYPtPkclj-w
757;Muhammad Elbatawi;Indonesia Negara berkepulauan tapi bikin pulau buatan.. ?? knpa baru rame skrng? krna teknologi internet sdh merambah ke berbagai kalangan jd sdh lbh terlihat dan mudah di viralkan ??;UgyWTc26817Po2NYFAp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyWTc26817Po2NYFAp4AaABAg;2018-01-23 10:17:27;0;Indonesia Negara berkepulauan tapi bikin pulau buatan.. ?? knpa baru rame skrng? krna teknologi internet sdh merambah ke berbagai kalangan jd sdh lbh terlihat dan mudah di viralkan ??;http://www.youtube.com/channel/UCeDA6AU2uoNNLeUdR4fE-Ng
758;G7R;Apa dengan di cabutnya peraturan nelayan bisa melaut lagi dan laut bisa bersih seperti dulu?...... Mungkin ini mau di jadi’in candi ya.... sebagai penerus candi Hambalang.... tapi ini versi pulau!!!!! kok jadi miris melihat kebijakan” pemimpin jakarta yang sekarang.....;Ugx5_bLsTnU-y4FqujB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx5_bLsTnU-y4FqujB4AaABAg;2018-01-23 10:13:42;0;Apa dengan di cabutnya peraturan nelayan bisa melaut lagi dan laut bisa bersih seperti dulu?...... Mungkin ini mau di jadi’in candi ya.... sebagai penerus candi Hambalang.... tapi ini versi pulau!!!!! kok jadi miris melihat kebijakan” pemimpin jakarta yang sekarang.....;http://www.youtube.com/channel/UCSEuDjZOzOcWKIGL_esw9lQ
759;Syangyichan Syangichan;mbokyao di lanjutkan sj biar tdk jd sia sia ,,,;UgwqyEeMPjLx7m0lv094AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwqyEeMPjLx7m0lv094AaABAg;2018-01-23 10:13:18;0;mbokyao di lanjutkan sj biar tdk jd sia sia ,,,;http://www.youtube.com/channel/UCrtNwGdz_s56nWN6fIRjTpQ
760;Zainal Putra;Tenang saudara2 sekalian, masih ada miekarta ????;Ugxpu1VkNLIn4fw9uoZ4AaABAg;;2;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugxpu1VkNLIn4fw9uoZ4AaABAg;2018-01-23 10:09:56;0;Tenang saudara2 sekalian, masih ada miekarta ????;http://www.youtube.com/channel/UCr0OjLoLGujpKDa8WMhcjlw
761;Ari Setya Negara;padahal dah bagus itu pulau D... napa nggak dimanfaatin aja... kan mayan buka lapangan kerja... daripada kosong ompong gt...;UgzEJBEIogp2yzWmrmV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzEJBEIogp2yzWmrmV4AaABAg;2018-01-23 10:08:56;0;padahal dah bagus itu pulau D... napa nggak dimanfaatin aja... kan mayan buka lapangan kerja... daripada kosong ompong gt...;http://www.youtube.com/channel/UCgJpRR3R8huynWkmUveogLw
762;Fandi A J;KENAPA HARUS REKLAMASI???;UgwhanWFWvrJZGhcgTR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwhanWFWvrJZGhcgTR4AaABAg;2018-01-23 10:03:59;0;KENAPA HARUS REKLAMASI???;http://www.youtube.com/channel/UCmDZXlWA0tpIfgBhPdsms8g
763;Citra CHANNEL;berpandanglah positif dan jauhkan dri prasangka buruk,,saling claim benar dan saling menuduh salah ...;Ugxjxwx2MX8IzCaSqYN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugxjxwx2MX8IzCaSqYN4AaABAg;2018-01-23 10:03:33;0;berpandanglah positif dan jauhkan dri prasangka buruk,,saling claim benar dan saling menuduh salah ...;http://www.youtube.com/channel/UCB2z_o0lzfMOgqLYB2bfewg
764;Apakabar Kebebasan;ADAKAH ORANG BUMIPUTERA YANG BELI REKLAMASI SAYA RAGu!;UgzRQTIfReSizbVQqOx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzRQTIfReSizbVQqOx4AaABAg;2018-01-23 09:57:17;0;ADAKAH ORANG BUMIPUTERA YANG BELI REKLAMASI SAYA RAGu!;http://www.youtube.com/channel/UCSSGta6_1_Uv2SdxkFMlH2g
765;Bumblebee;Bikin stadion ajah sama taman.. Sekalian bikin tempat wisata kuliner laut, Itu lebih baik karena untuk rakyat... Dan dapat memajukan perekonomian nelayan setempat ,Dari pada buat sekelompok orang,yang belum tentu orang indo.;UgwejW1GD14uaga1ZKZ4AaABAg;;2;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwejW1GD14uaga1ZKZ4AaABAg;2018-01-23 09:47:27;4;Bikin stadion ajah sama taman.. Sekalian bikin tempat wisata kuliner laut, Itu lebih baik karena untuk rakyat... Dan dapat memajukan perekonomian nelayan setempat ,Dari pada buat sekelompok orang,yang belum tentu orang indo.;http://www.youtube.com/channel/UC8ip-S8ykVKl2SOGD5Swzjw
766;Nadia Fu;padahal investor asing lebih banyak duitnya :( padahal kalo pemerintah DKI dapet keuntungan lebih banyak dari investasi, nanti uangnya bisa dipakai buat kepentingan 10 juta lebih rakyat DKI :(;UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8dUGA99l8Lc;Bumblebee;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8dUGA99l8Lc;2018-03-07 01:22:54;0;padahal investor asing lebih banyak duitnya :( padahal kalo pemerintah DKI dapet keuntungan lebih banyak dari investasi, nanti uangnya bisa dipakai buat kepentingan 10 juta lebih rakyat DKI :(;http://www.youtube.com/channel/UCmFGjFgFjzyA7GiU3V4wLJw
767;Agung Wahyudi;edy kurniawan ngawur!! Raperda-nya udah dicabut, gk boleh ada kerjaan disana.;UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8bm0wpIXPX0;Bumblebee;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8bm0wpIXPX0;2018-01-23 15:12:39;0;edy kurniawan ngawur!! Raperda-nya udah dicabut, gk boleh ada kerjaan disana.;http://www.youtube.com/channel/UCrq4ZvkIHIZFKUfvHllEKMA
768;Bumblebee;x x betul,terus lahan yang buat stadion skrng di buat untuk lahan rmh dp 0%... #mantapkan...;UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8blTv6YBnOE;Bumblebee;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8blTv6YBnOE;2018-01-23 10:06:35;0;x x betul,terus lahan yang buat stadion skrng di buat untuk lahan rmh dp 0%... #mantapkan...;http://www.youtube.com/channel/UC8ip-S8ykVKl2SOGD5Swzjw
769;Farhan Al Imran;nah iya bener, cabut izinnya jadiin stadion buat persija yg dijanjiin sandi dulu;UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8blTFZLwR-P;Bumblebee;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwejW1GD14uaga1ZKZ4AaABAg.8blRiv_vHxu8blTFZLwR-P;2018-01-23 10:00:46;0;nah iya bener, cabut izinnya jadiin stadion buat persija yg dijanjiin sandi dulu;http://www.youtube.com/channel/UCIq5cTQXEITqhmI9vvFyIVA
770;Chayo Wilak;Di luar negeri di sanjung Atas kemajuan indonesia,dan Sekarang binasaaaa.... #fuckpilgubjakarta;UgxONeGOeLW0wIjBY9x4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxONeGOeLW0wIjBY9x4AaABAg;2018-01-23 09:45:58;0;Di luar negeri di sanjung Atas kemajuan indonesia,dan Sekarang binasaaaa.... #fuckpilgubjakarta;http://www.youtube.com/channel/UC_lqB-PH8nTDVw4sDllXwTw
771;Rifyan Aditya;Sangat disayangkan;UgwsX1nG7aChROQnFJR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwsX1nG7aChROQnFJR4AaABAg;2018-01-23 09:43:15;0;Sangat disayangkan;http://www.youtube.com/channel/UCRgJ2MWWrt-GRX4W-fo8Vpw
772;Urrohman;"yg bilang akan hentikan reklamasi itu cuman jualan ""politik"" doang. pulaunya udah jadi baru rame2 sekarang. dulu zaman sby, gubernur foke pada mingkem. mending pembangunannya dilanjutkan, penggunaannya aja yg diawasi sama pemerintah, jgn sampe rakyat yg jadi korban. gitu aja kok repot.";UgzXf_VBM1Bn-6sxjRp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzXf_VBM1Bn-6sxjRp4AaABAg;2018-01-23 09:41:11;1;"yg bilang akan hentikan reklamasi itu cuman jualan ""politik"" doang. pulaunya udah jadi baru rame2 sekarang. dulu zaman sby, gubernur foke pada mingkem. mending pembangunannya dilanjutkan, penggunaannya aja yg diawasi sama pemerintah, jgn sampe rakyat yg jadi korban. gitu aja kok repot.";http://www.youtube.com/channel/UC4LnHIHcdNIiS1v_1MAbfag
